country,year,p0p50,p50p90,p90p100,p90p99,p99p100
IN,1968,.2256,.4228,.3515,.2304,.1211
IN,1969,.2207,.41760001,.36179999,.2325,.1293
IN,1970,.2201,.4147,.3653,.2357,.1295
IN,1971,.22830001,.42739999,.3443,.2306,.1138
IN,1972,.23,.4289,.34110001,.2314,.1097
IN,1973,.2308,.42919999,.34,.2376,.1024
IN,1974,.2297,.42989999,.34040001,.23909999,.1013
IN,1975,.22840001,.43009999,.3416,.2375,.1041
IN,1976,.22669999,.4296,.34369999,.24089999,.1028
IN,1977,.22660001,.43180001,.3416,.24420001,.097400002
IN,1978,.2273,.43579999,.3369,.24420001,.092600003
IN,1979,.2313,.44620001,.32249999,.2423,.080200002
IN,1980,.233,.45199999,.315,.24169999,.073399998
IN,1981,.2348,.45809999,.3071,.2401,.067000002
IN,1982,.2362,.46329999,.30050001,.2394,.061099999
IN,1983,.2177,.42950001,.35280001,.24959999,.1031
IN,1984,.22400001,.44220001,.33379999,.2449,.0889
IN,1985,.2192,.43290001,.3479,.24339999,.1045
IN,1986,.2181,.4312,.35069999,.24259999,.1081
IN,1987,.2201,.43520001,.34470001,.24150001,.1032
IN,1988,.21690001,.42930001,.3538,.2427,.1111
IN,1989,.21709999,.42879999,.35409999,.2439,.1102
IN,1990,.2238,.44119999,.33489999,.2304,.1046
IN,1991,.2221,.43700001,.34099999,.2394,.1016
IN,1992,.2191,.4303,.3506,.25049999,.1001
IN,1993,.2138,.41909999,.3671,.24240001,.1247
IN,1994,.2089,.40869999,.38240001,.2588,.1236
IN,1995,.2094,.40759999,.38299999,.25279999,.1301
IN,1996,.2112,.40939999,.37940001,.2473,.1321
IN,1997,.2089,.40369999,.3874,.2491,.1383
IN,1998,.2076,.40009999,.3924,.24879999,.1436
IN,1999,.207,.39809999,.39489999,.24789999,.147
IN,2000,.206,.3953,.3987,.2475,.1512
IN,2001,.2017,.3888,.4095,.2507,.15889999
IN,2002,.1973,.38209999,.4206,.25369999,.16680001
IN,2003,.1929,.37529999,.43180001,.25670001,.1751
IN,2004,.1884,.36829999,.44319999,.2595,.1837
IN,2005,.1839,.3612,.45480001,.2622,.1926
IN,2006,.1793,.3531,.46759999,.271,.19660001
IN,2007,.17460001,.34470001,.48069999,.28009999,.2005
IN,2008,.1699,.33610001,.4941,.28960001,.2045
IN,2009,.16500001,.3272,.50779998,.2994,.20829999
IN,2010,.1601,.31819999,.52170002,.30950001,.2122
IN,2011,.15350001,.30509999,.54140002,.33000001,.2114
IN,2012,.1506,.2994,.55000001,.33700001,.213
IN,2013,.1498,.29789999,.55229998,.3364,.2159
IN,2014,.1469,.29210001,.56099999,.34760001,.21340001
IN,2015,.1469,.29210001,.56099999,.34760001,.21340001
IQ,1990,.1517,.31920001,.52899998,.30880001,.2202
IQ,1991,.1517,.31920001,.52899998,.30880001,.2202
IQ,1992,.1517,.31920001,.52899998,.30880001,.2202
IQ,1993,.1517,.31920001,.52899998,.30880001,.2202
IQ,1994,.1517,.31920001,.52899998,.30880001,.2202
IQ,1995,.1517,.31920001,.52899998,.30880001,.2202
IQ,1996,.1517,.31920001,.52899998,.30880001,.2202
IQ,1997,.1517,.31920001,.52899998,.30880001,.2202
IQ,1998,.1517,.31920001,.52899998,.30880001,.2202
IQ,1999,.1517,.31920001,.52899998,.30880001,.2202
IQ,2000,.1517,.31920001,.52899998,.30880001,.2202
IQ,2001,.1517,.31920001,.52899998,.30880001,.2202
IQ,2002,.1517,.31920001,.52899998,.30880001,.2202
IQ,2003,.1517,.31920001,.52899998,.30880001,.2202
IQ,2004,.1517,.31920001,.52899998,.30880001,.2202
IQ,2005,.1517,.31920001,.52899998,.30880001,.2202
IQ,2006,.1517,.31920001,.52899998,.30880001,.2202
IQ,2007,.1517,.31920001,.52899998,.30880001,.2202
IQ,2008,.1517,.31920001,.52899998,.30880001,.2202
IQ,2009,.1517,.31920001,.52899998,.30880001,.2202
IQ,2010,.1517,.31920001,.52899998,.30880001,.2202
IQ,2011,.1517,.31920001,.52899998,.30880001,.2202
IQ,2012,.1517,.31920001,.52899998,.30880001,.2202
IQ,2013,.1517,.31920001,.52899998,.30880001,.2202
IQ,2014,.1517,.31920001,.52899998,.30880001,.2202
IQ,2015,.1517,.31920001,.52899998,.30880001,.2202
IQ,2016,.1517,.31920001,.52899998,.30880001,.2202
IR,1990,.14390001,.3466,.50940001,.3292,.1802
IR,1991,.14390001,.3466,.50940001,.3292,.1802
IR,1992,.14390001,.3466,.50940001,.3292,.1802
IR,1993,.14390001,.3466,.50940001,.3292,.1802
IR,1994,.14390001,.3466,.50940001,.3292,.1802
IR,1995,.14390001,.3466,.50940001,.3292,.1802
IR,1996,.14390001,.3466,.50940001,.3292,.1802
IR,1997,.14390001,.3466,.50940001,.3292,.1802
IR,1998,.14390001,.3466,.50940001,.3292,.1802
IR,1999,.14390001,.3466,.50940001,.3292,.1802
IR,2000,.14390001,.3466,.50940001,.3292,.1802
IR,2001,.14390001,.3466,.50940001,.3292,.1802
IR,2002,.14390001,.3466,.50940001,.3292,.1802
IR,2003,.14390001,.3466,.50940001,.3292,.1802
IR,2004,.14390001,.3466,.50940001,.3292,.1802
IR,2005,.14390001,.3466,.50940001,.3292,.1802
IR,2006,.14390001,.3466,.50940001,.3292,.1802
IR,2007,.14390001,.3466,.50940001,.3292,.1802
IR,2008,.14390001,.3466,.50940001,.3292,.1802
IR,2009,.14390001,.3466,.50940001,.3292,.1802
IR,2010,.14390001,.3466,.50940001,.3292,.1802
IR,2011,.14390001,.3466,.50940001,.3292,.1802
IR,2012,.16779999,.34760001,.48460001,.322,.1626
IR,2013,.16779999,.34760001,.48460001,.322,.1626
IR,2014,.16779999,.34760001,.48460001,.322,.1626
IR,2015,.16779999,.34760001,.48460001,.322,.1626
IR,2016,.16779999,.34760001,.48460001,.322,.1626
IS,1990,.2836,.45809999,.25830001,.20280001,.055500001
IS,1991,.2836,.458,.25830001,.2035,.0548
IS,1992,.2843,.45629999,.25940001,.20299999,.056400001
IS,1993,.2843,.45559999,.26010001,.2042,.055799998
IS,1994,.28439999,.45449999,.26109999,.2052,.0559
IS,1995,.28560001,.45320001,.26120001,.2051,.0561
IS,1996,.28479999,.45390001,.2613,.2052,.0561
IS,1997,.28400001,.45460001,.2615,.20469999,.056699999
IS,1998,.2827,.4562,.26109999,.2044,.056699999
IS,1999,.28209999,.456,.26190001,.204,.057999998
IS,2000,.2841,.4549,.26089999,.20119999,.059700001
IS,2001,.28,.4488,.2712,.2006,.070699997
IS,2002,.2766,.4461,.2773,.20110001,.076200001
IS,2003,.27939999,.44420001,.2764,.1962,.080200002
IS,2004,.2832,.4479,.26899999,.19769999,.0713
IS,2005,.28130001,.44060001,.27810001,.19220001,.085900001
IS,2006,.27559999,.43610001,.28830001,.19769999,.090599999
IS,2007,.26969999,.41429999,.3159,.1943,.1217
IS,2008,.27520001,.45750001,.26730001,.19840001,.068899997
IS,2009,.29589999,.456,.2481,.19159999,.056499999
IS,2010,.2985,.4594,.2421,.19400001,.0482
IS,2011,.29960001,.45480001,.2456,.1963,.0493
IS,2012,.30039999,.45210001,.2476,.1957,.051800001
IS,2013,.2915,.44170001,.26679999,.198,.068800002
IS,2014,.29370001,.44209999,.2642,.1953,.068899997
IS,2015,.29359999,.4436,.26289999,.1956,.067299999
IS,2016,.29710001,.4436,.25940001,.19149999,.0678
IT,1980,.30000001,.4675,.2326,.1837,.048900001
IT,1981,.30410001,.47260001,.22319999,.1781,.0451
IT,1982,.30410001,.47409999,.2218,.1777,.044100001
IT,1983,.30320001,.47580001,.221,.1771,.043900002
IT,1984,.30180001,.47330001,.22490001,.1798,.0451
IT,1985,.29910001,.4711,.2298,.1815,.048300002
IT,1986,.30129999,.45829999,.2403,.185,.055300001
IT,1987,.29350001,.4605,.24609999,.1895,.056600001
IT,1988,.28459999,.46020001,.25529999,.1953,.059900001
IT,1989,.27970001,.4621,.25819999,.197,.0612
IT,1990,.28029999,.46090001,.2588,.1981,.060699999
IT,1991,.28200001,.4601,.2579,.19679999,.061099999
IT,1992,.2764,.46309999,.26050001,.199,.061500002
IT,1993,.2687,.46529999,.266,.20209999,.063900001
IT,1994,.26710001,.46329999,.26969999,.2035,.066200003
IT,1995,.26550001,.45730001,.2771,.2054,.071699999
IT,1996,.25929999,.45989999,.28080001,.20739999,.073399998
IT,1997,.2597,.45829999,.28200001,.2088,.073100001
IT,1998,.257,.45699999,.28600001,.21089999,.075199999
IT,1999,.25760001,.4578,.28459999,.21250001,.072099999
IT,2000,.2554,.45289999,.29170001,.2147,.077
IT,2001,.25479999,.45100001,.2942,.2142,.079999998
IT,2002,.25659999,.45300001,.2904,.2132,.077299997
IT,2003,.25709999,.45269999,.2902,.2124,.077799998
IT,2004,.25749999,.45280001,.2897,.2131,.0766
IT,2005,.25870001,.4522,.28909999,.2131,.075999998
IT,2006,.25659999,.45300001,.2904,.2133,.077
IT,2007,.25650001,.45179999,.29179999,.21510001,.076700002
IT,2008,.2581,.45269999,.28920001,.21610001,.073100001
IT,2009,.2595,.45359999,.28690001,.21520001,.071699999
IT,2010,.2563,.4517,.292,.2182,.073799998
IT,2011,.2525,.45280001,.2947,.22040001,.074299999
IT,2012,.25420001,.45280001,.29300001,.2192,.073799998
IT,2013,.25279999,.4587,.2886,.2168,.071800001
IT,2014,.24950001,.45919999,.29120001,.2186,.0726
IT,2015,.25080001,.463,.28619999,.2168,.069399998
IT,2016,.2439,.46160001,.29449999,.21950001,.075000003
JO,1990,.1549,.33039999,.5147,.31200001,.2027
JO,1991,.1549,.33039999,.5147,.31200001,.2027
JO,1992,.1549,.33039999,.5147,.31200001,.2027
JO,1993,.1549,.33039999,.5147,.31200001,.2027
JO,1994,.1549,.33039999,.5147,.31200001,.2027
JO,1995,.1549,.33039999,.5147,.31200001,.2027
JO,1996,.1549,.33039999,.5147,.31200001,.2027
JO,1997,.1549,.33039999,.5147,.31200001,.2027
JO,1998,.1811,.35870001,.46020001,.31459999,.14560001
JO,1999,.1811,.35859999,.4603,.3145,.14579999
JO,2000,.1811,.35859999,.4603,.3145,.14579999
JO,2001,.1811,.35859999,.4603,.3145,.14579999
JO,2002,.1811,.35859999,.4603,.3145,.14579999
JO,2003,.1811,.35859999,.4603,.3145,.14579999
JO,2004,.17209999,.35800001,.46990001,.31709999,.15279999
JO,2005,.17209999,.35800001,.46990001,.31709999,.15279999
JO,2006,.17209999,.35800001,.46990001,.31709999,.15279999
JO,2007,.1781,.3484,.47350001,.31650001,.15700001
JO,2008,.1781,.3484,.47350001,.31650001,.15700001
JO,2009,.1664,.3184,.5151,.2956,.21950001
JO,2010,.1664,.3184,.5151,.2956,.21950001
JO,2011,.1664,.3184,.5151,.2956,.21950001
JO,2012,.17219999,.3522,.47549999,.31459999,.161
JO,2013,.17219999,.3522,.47549999,.31459999,.161
JO,2014,.17219999,.3522,.47549999,.31459999,.161
JO,2015,.17219999,.3522,.47549999,.31459999,.161
JO,2016,.17219999,.3522,.47549999,.31459999,.161
KV,2003,.25909999,.46619999,.2748,.21610001,.058699999
KV,2004,.2527,.46779999,.27950001,.2207,.058800001
KV,2005,.25409999,.4657,.2802,.2192,.060899999
KV,2006,.25729999,.46169999,.28099999,.21950001,.0614
KV,2007,.2563,.46059999,.28299999,.2216,.061500002
KV,2008,.25639999,.46129999,.2823,.22040001,.061900001
KV,2009,.25350001,.46270001,.28380001,.2247,.059099998
KV,2010,.25119999,.46129999,.28749999,.22669999,.060800001
KV,2011,.2748,.46090001,.26429999,.2045,.059799999
KV,2012,.27149999,.45919999,.26930001,.2049,.064400002
KV,2013,.2818,.4587,.25960001,.19679999,.062700003
KW,1990,.0471,.2228,.73009998,.50230002,.2278
KW,1991,.049699999,.2568,.69349998,.4795,.2141
KW,1992,.052200001,.28670001,.66100001,.45809999,.20290001
KW,1993,.054900002,.31470001,.63050002,.43689999,.1935
KW,1994,.0537,.30270001,.64359999,.4461,.19750001
KW,1995,.0526,.2902,.6573,.45550001,.2017
KW,1996,.051899999,.28290001,.6652,.46090001,.2043
KW,1997,.052000001,.2834,.66460001,.46059999,.2041
KW,1998,.051800001,.28150001,.66670001,.46200001,.20479999
KW,1999,.052700002,.2915,.6559,.45460001,.2013
KW,2000,.0539,.30469999,.64139998,.44459999,.19679999
KW,2001,.053800002,.3035,.64279997,.44549999,.1972
KW,2002,.0535,.30050001,.64600003,.44780001,.1982
KW,2003,.053100001,.29660001,.65030003,.4508,.19949999
KW,2004,.052200001,.28580001,.662,.45879999,.2032
KW,2005,.051199999,.27489999,.67379999,.46669999,.2071
KW,2006,.050700001,.2685,.68080002,.47130001,.2095
KW,2007,.050000001,.2613,.68870002,.47639999,.2123
KW,2008,.0504,.26589999,.68370003,.47319999,.2105
KW,2009,.050799999,.2701,.67909998,.4702,.2089
KW,2010,.050799999,.2703,.67879999,.47,.2088
KW,2011,.069200002,.2958,.63499999,.43849999,.1964
KW,2012,.068899997,.29260001,.63849998,.4411,.1974
KW,2013,.068599999,.28999999,.64139998,.44319999,.1982
KW,2014,.068499997,.2888,.6426,.44409999,.19859999
KW,2015,.068300001,.28650001,.64520001,.44589999,.19930001
KW,2016,.068300001,.28650001,.64520001,.44589999,.19930001
LB,1990,.1292,.34940001,.52139997,.3057,.2157
LB,1991,.1292,.34940001,.52139997,.3057,.2157
LB,1992,.1292,.34940001,.52139997,.3057,.2157
LB,1993,.1292,.34940001,.52139997,.3057,.2157
LB,1994,.1292,.34940001,.52139997,.3057,.2157
LB,1995,.1292,.34940001,.52139997,.3057,.2157
LB,1996,.1292,.34940001,.52139997,.3057,.2157
LB,1997,.1292,.34940001,.52139997,.3057,.2157
LB,1998,.1292,.34940001,.52139997,.3057,.2157
LB,1999,.1292,.34940001,.52139997,.3057,.2157
LB,2000,.1292,.34940001,.52139997,.3057,.2157
LB,2001,.1292,.34940001,.52139997,.3057,.2157
LB,2002,.1292,.34940001,.52139997,.3057,.2157
LB,2003,.1292,.34940001,.52139997,.3057,.2157
LB,2004,.1292,.34940001,.52139997,.3057,.2157
LB,2005,.1292,.34940001,.52139997,.3057,.2157
LB,2006,.1311,.35299999,.51590002,.3028,.2131
LB,2007,.1075,.32620001,.56629997,.33039999,.2359
LB,2008,.1061,.3231,.57080001,.3339,.2369
LB,2009,.1078,.32679999,.5654,.3339,.2315
LB,2010,.1064,.3238,.56980002,.33719999,.2326
LB,2011,.1053,.32210001,.57260001,.33770001,.2349
LB,2012,.1044,.3195,.57599998,.34099999,.235
LB,2013,.1053,.31979999,.57489997,.3418,.2332
LB,2014,.1064,.32260001,.57099998,.33700001,.234
LB,2015,.1064,.32260001,.57099998,.33700001,.234
LB,2016,.1066,.32269999,.57069999,.3371,.23360001
LT,1988,.30160001,.48230001,.21610001,.18000001,.0361
LT,1989,.29170001,.47620001,.2321,.18960001,.0425
LT,1990,.28130001,.47040001,.2483,.19850001,.049899999
LT,1991,.2726,.46419999,.2633,.20739999,.055799998
LT,1992,.2631,.45789999,.27900001,.21619999,.062799998
LT,1993,.25240001,.4531,.29449999,.22579999,.068700001
LT,1994,.2502,.45480001,.29499999,.2269,.068099998
LT,1995,.25260001,.45449999,.2929,.2251,.0678
LT,1996,.24869999,.45390001,.2974,.227,.070500001
LT,1997,.2473,.45680001,.2958,.22830001,.067599997
LT,1998,.2473,.46059999,.29210001,.22930001,.062799998
LT,1999,.24600001,.46219999,.29179999,.2314,.060400002
LT,2000,.2422,.46290001,.29499999,.2339,.061000001
LT,2001,.2384,.463,.2987,.236,.062700003
LT,2002,.2359,.4637,.30039999,.23729999,.063100003
LT,2003,.23289999,.46349999,.30360001,.2397,.063900001
LT,2004,.23119999,.4677,.301,.24160001,.0594
LT,2005,.22239999,.4628,.31479999,.2494,.065399997
LT,2006,.2331,.46529999,.30160001,.23639999,.065200001
LT,2007,.2324,.45899999,.30849999,.2333,.075199999
LT,2008,.2339,.45289999,.31310001,.227,.086099997
LT,2009,.23370001,.4508,.31549999,.22660001,.0889
LT,2010,.2272,.44940001,.32339999,.2454,.0779
LT,2011,.23810001,.46070001,.3012,.2331,.068099998
LT,2012,.2388,.46149999,.29969999,.2288,.070900001
LT,2013,.2306,.4483,.3211,.2421,.078900002
LT,2014,.22589999,.4533,.32089999,.2404,.080399998
LT,2015,.2168,.44890001,.33430001,.2403,.093999997
LT,2016,.2203,.46700001,.3127,.24259999,.070200004
LU,1985,.2775,.44749999,.27500001,.2122,.062700003
LU,1986,.27469999,.44620001,.27900001,.2137,.065300003
LU,1987,.27500001,.44459999,.28049999,.21259999,.067900002
LU,1988,.2737,.44499999,.28130001,.21269999,.068700001
LU,1989,.2739,.44299999,.28310001,.21349999,.069600001
LU,1990,.2737,.4438,.2825,.2122,.070299998
LU,1991,.27270001,.4393,.2881,.21510001,.072999999
LU,1992,.27489999,.44229999,.28279999,.21269999,.070100002
LU,1993,.27340001,.44299999,.2836,.2138,.069799997
LU,1994,.27610001,.44330001,.28060001,.213,.067599997
LU,1995,.26719999,.44229999,.29049999,.2183,.072300002
LU,1996,.25999999,.43990001,.3001,.2235,.0766
LU,1997,.2581,.4393,.30250001,.22319999,.079300001
LU,1998,.25459999,.43290001,.3125,.2325,.079999998
LU,1999,.25999999,.44170001,.2983,.2216,.076700002
LU,2000,.2622,.44420001,.29359999,.21950001,.074100003
LU,2001,.255,.4357,.30930001,.2325,.076899998
LU,2002,.25999999,.4404,.29960001,.2245,.075099997
LU,2003,.25760001,.43830001,.30410001,.22759999,.076499999
LU,2004,.25479999,.43759999,.30759999,.2332,.0744
LU,2005,.25240001,.43399999,.3136,.2313,.082400002
LU,2006,.26010001,.43279999,.3071,.2298,.077200003
LU,2007,.2484,.43189999,.3197,.23029999,.089400001
LU,2008,.25139999,.43470001,.31389999,.23379999,.079999998
LU,2009,.25490001,.4436,.30149999,.221,.080499999
LU,2010,.24600001,.44350001,.3105,.2234,.086999997
LU,2011,.257,.45199999,.29100001,.2186,.072400004
LU,2012,.25060001,.44999999,.2994,.2154,.083899997
LU,2013,.25060001,.4531,.29629999,.2139,.082400002
LU,2014,.25060001,.45570001,.29370001,.2146,.079099998
LU,2015,.25330001,.44769999,.29899999,.2155,.083499998
LU,2016,.2483,.44569999,.30599999,.2145,.091499999
LV,1988,.3012,.4826,.21619999,.1778,.038400002
LV,1989,.29710001,.48010001,.2228,.18269999,.040100001
LV,1990,.29249999,.47889999,.2286,.1869,.041700002
LV,1991,.28780001,.4743,.2379,.1925,.045400001
LV,1992,.28130001,.47049999,.2482,.19750001,.050700001
LV,1993,.27430001,.46599999,.2597,.2041,.055599999
LV,1994,.25690001,.4474,.29570001,.21259999,.0832
LV,1995,.24969999,.46700001,.28330001,.2112,.072099999
LV,1996,.2388,.4729,.28819999,.2172,.071099997
LV,1997,.2395,.47040001,.2902,.2182,.071900003
LV,1998,.249,.4605,.29049999,.21619999,.074199997
LV,1999,.25209999,.45919999,.28870001,.21789999,.070699997
LV,2000,.24070001,.43990001,.3195,.2274,.092100002
LV,2001,.23649999,.44159999,.32190001,.2297,.092299998
LV,2002,.2333,.44080001,.32589999,.23119999,.094700001
LV,2003,.23119999,.43939999,.32929999,.23450001,.094800003
LV,2004,.22920001,.44310001,.32769999,.2332,.094499998
LV,2005,.22830001,.44960001,.32210001,.23639999,.085699998
LV,2006,.2198,.4506,.32949999,.2447,.084799998
LV,2007,.229,.47099999,.30000001,.22840001,.071599998
LV,2008,.219,.47029999,.3107,.23989999,.070799999
LV,2009,.223,.46689999,.31009999,.2378,.072300002
LV,2010,.2394,.46380001,.29679999,.2343,.0625
LV,2011,.23800001,.4571,.30489999,.2387,.066200003
LV,2012,.23190001,.45190001,.31619999,.24089999,.075300001
LV,2013,.2326,.45570001,.31169999,.23819999,.0735
LV,2014,.2296,.45550001,.31490001,.2377,.077200003
LV,2015,.2324,.4578,.3098,.2343,.075499997
LV,2016,.2318,.4596,.30860001,.23289999,.075599998
MD,1993,.26120001,.47119999,.2676,.21250001,.055100001
MD,1997,.22499999,.46239999,.3127,.2419,.070799999
MD,1998,.219,.46349999,.3175,.24420001,.073299997
MD,1999,.2071,.4472,.3457,.26300001,.082699999
MD,2000,.22239999,.45249999,.3251,.2432,.081900001
MD,2001,.2201,.4578,.32210001,.24690001,.075300001
MD,2002,.2254,.4619,.31259999,.243,.069600001
MD,2003,.2271,.4619,.31099999,.2403,.070699997
MD,2004,.2254,.46290001,.31169999,.2405,.071199998
MD,2005,.2202,.46419999,.31560001,.24259999,.072999999
MD,2006,.223,.46439999,.3127,.2405,.0722
MD,2007,.2358,.45570001,.30849999,.2374,.071199998
MD,2008,.24590001,.46250001,.29170001,.2289,.062700003
MD,2009,.25240001,.4648,.28279999,.2242,.058600001
MD,2010,.25580001,.46079999,.2834,.2236,.059799999
MD,2011,.26840001,.45699999,.2746,.2124,.062199999
MD,2012,.273,.45629999,.27070001,.21080001,.059999999
MD,2013,.2753,.4569,.2678,.2078,.059999999
MD,2014,.27990001,.45570001,.26440001,.2043,.0601
MD,2015,.2834,.4513,.26530001,.20479999,.0605
ME,1983,.28780001,.47310001,.23899999,.19,.048999999
ME,1984,.2832,.47049999,.2463,.19400001,.052299999
ME,1985,.28470001,.47409999,.2413,.19159999,.049600001
ME,1986,.2789,.4817,.2394,.192,.0473
ME,1987,.28060001,.4736,.2458,.1948,.050999999
ME,1988,.28169999,.4797,.2386,.19149999,.0471
ME,1989,.2841,.47940001,.23649999,.19,.046599999
ME,1990,.2872,.47830001,.23450001,.1883,.0462
ME,2005,.25709999,.4601,.28279999,.22050001,.0623
ME,2006,.25749999,.46439999,.27810001,.2157,.062399998
ME,2007,.25470001,.4621,.2832,.21969999,.0634
ME,2008,.25839999,.4569,.28470001,.22310001,.061500002
ME,2009,.2595,.45919999,.28119999,.2193,.061900001
ME,2010,.2647,.4657,.2696,.2061,.0634
ME,2011,.2586,.4589,.2825,.2212,.0612
ME,2012,.25740001,.4619,.2807,.2203,.060400002
ME,2013,.25889999,.45969999,.28130001,.22040001,.061000001
ME,2014,.25780001,.45500001,.2872,.2233,.0638
MK,1983,.29170001,.4756,.2326,.1848,.047899999
MK,1984,.2868,.47299999,.2402,.1894,.050700001
MK,1985,.28819999,.4763,.23549999,.18709999,.0484
MK,1986,.2818,.48379999,.23450001,.18780001,.046700001
MK,1987,.28369999,.4761,.2402,.1902,.049899999
MK,1988,.28490001,.48190001,.2332,.1867,.046399999
MK,1989,.28749999,.48190001,.2307,.185,.045600001
MK,1990,.2902,.48089999,.229,.1839,.0451
MK,1995,.2295,.50010002,.27039999,.20829999,.062100001
MK,1996,.2255,.49759999,.27689999,.2094,.067400001
MK,1997,.2251,.49649999,.2784,.20909999,.069200002
MK,1998,.22499999,.4957,.27919999,.2086,.070699997
MK,1999,.2256,.49759999,.27680001,.2089,.067900002
MK,2000,.22849999,.49939999,.2721,.20290001,.0691
MK,2001,.229,.49860001,.27239999,.2024,.07
MK,2002,.2278,.50929999,.26300001,.2034,.059599999
MK,2003,.23109999,.50700003,.26190001,.20469999,.0572
MK,2004,.2289,.50480002,.26629999,.2085,.0579
MK,2005,.22830001,.49970001,.27200001,.21160001,.0605
MK,2006,.2261,.49579999,.27810001,.2157,.0625
MK,2007,.226,.49360001,.28040001,.2186,.061900001
MK,2008,.2225,.49110001,.28639999,.2226,.063900001
MK,2009,.2226,.48980001,.28749999,.2262,.061299998
MK,2010,.221,.48800001,.29100001,.22920001,.061799999
MK,2011,.2202,.4849,.2949,.2325,.062399998
MK,2012,.22840001,.4826,.28889999,.229,.059900001
MK,2013,.2333,.4844,.28240001,.221,.0614
MK,2014,.2419,.48199999,.27610001,.2176,.058499999
MT,2007,.2877,.46270001,.24959999,.1943,.055399999
MT,2008,.2721,.45919999,.2687,.19939999,.069300003
MT,2009,.2784,.45320001,.26840001,.1989,.069499999
MT,2010,.2685,.44890001,.28259999,.2057,.076899998
MT,2011,.2712,.45379999,.27500001,.1987,.076300003
MT,2012,.26859999,.447,.28439999,.2001,.084299996
MT,2013,.25760001,.43290001,.30950001,.19859999,.111
MT,2014,.25400001,.43180001,.31420001,.2031,.1111
MT,2015,.25229999,.43000001,.31760001,.2007,.1169
MT,2016,.25,.42770001,.32229999,.2058,.1165
MY,2002,.15970114,.39683461,.44346428,.25816023,.18530408
MY,2004,.15678842,.40034184,.44286975,.27638903,.16648073
MY,2007,.1525147,.39077812,.45670715,.27825949,.17844766
MY,2009,.15871084,.40201998,.43926919,.26167727,.17759193
MY,2012,.17166884,.41209182,.41623932,.25469309,.16154622
MY,2014,.19064617,.41527998,.39407384,.24859178,.14548205
NL,1980,.27559999,.4779,.2465,.19410001,.0524
NL,1981,.27419999,.47819999,.2476,.1956,.052000001
NL,1982,.27340001,.47780001,.2489,.19679999,.052099999
NL,1983,.2728,.47679999,.25040001,.198,.0524
NL,1984,.271,.47710001,.25189999,.1992,.0526
NL,1985,.26859999,.4786,.25279999,.20020001,.0526
NL,1986,.26890001,.47929999,.25170001,.1996,.052200001
NL,1987,.2692,.48019999,.25060001,.1988,.051800001
NL,1988,.26930001,.48100001,.24969999,.1982,.0515
NL,1989,.2696,.48159999,.24879999,.19760001,.051199999
NL,1990,.26879999,.48519999,.24600001,.1964,.0495
NL,1991,.26769999,.48699999,.24529999,.19580001,.049600001
NL,1992,.2665,.48930001,.24420001,.19509999,.0491
NL,1993,.26449999,.4914,.2441,.1969,.047200002
NL,1994,.26530001,.48809999,.2466,.1988,.047800001
NL,1995,.2674,.48460001,.248,.1997,.048300002
NL,1996,.2728,.4808,.2464,.1982,.0482
NL,1997,.27590001,.4779,.2463,.1973,.048999999
NL,1998,.28009999,.47499999,.2448,.1974,.047499999
NL,1999,.28240001,.47240001,.24510001,.19679999,.048300002
NL,2000,.28330001,.47209999,.2446,.1947,.049899999
NL,2001,.27329999,.4689,.2577,.1997,.0581
NL,2002,.2701,.4711,.25870001,.2015,.057300001
NL,2003,.26800001,.47319999,.2588,.2031,.0557
NL,2004,.26409999,.47229999,.26359999,.2052,.058400001
NL,2005,.26109999,.4734,.26550001,.2062,.059300002
NL,2006,.25839999,.47510001,.2665,.20819999,.0583
NL,2007,.25400001,.46869999,.2773,.2102,.067100003
NL,2008,.2581,.47510001,.2667,.2084,.0583
NL,2009,.26320001,.47400001,.26280001,.2071,.0557
NL,2010,.26409999,.47369999,.26230001,.2058,.056499999
NL,2011,.26249999,.4736,.26390001,.2085,.055399999
NL,2012,.26140001,.4754,.2633,.2078,.055500001
NL,2013,.2511,.4804,.26859999,.215,.0535
NL,2014,.24680001,.47780001,.27540001,.2177,.057700001
NL,2015,.2404,.47369999,.28580001,.22050001,.065300003
NL,2016,.24590001,.47499999,.2791,.21699999,.062100001
NO,1980,.28459999,.47229999,.2431,.18629999,.0568
NO,1981,.29080001,.4709,.2383,.1829,.055399999
NO,1982,.29449999,.47060001,.2349,.18080001,.054099999
NO,1983,.30039999,.46919999,.23029999,.1779,.0524
NO,1984,.30309999,.46430001,.2326,.1761,.056499999
NO,1985,.30450001,.4621,.2334,.1763,.057100002
NO,1986,.31740001,.4673,.21520001,.17,.045299999
NO,1987,.31819999,.4682,.2137,.1692,.044399999
NO,1988,.3229,.46970001,.20730001,.1662,.041099999
NO,1989,.32890001,.4641,.207,.1628,.044199999
NO,1990,.32600001,.46399999,.20999999,.1645,.045499999
NO,1991,.32699999,.46219999,.21080001,.16429999,.046399999
NO,1992,.32820001,.4531,.2186,.1647,.0539
NO,1993,.31330001,.45199999,.23469999,.17,.0647
NO,1994,.3035,.45120001,.24529999,.1768,.068499997
NO,1995,.3039,.45109999,.2449,.1768,.068099998
NO,1996,.29679999,.44549999,.25760001,.1812,.076499999
NO,1997,.28979999,.44119999,.26890001,.1864,.082599998
NO,1998,.30019999,.44679999,.25299999,.1803,.0726
